Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000544)	1/7	3.312471e-02	2.807611e-01	0	0	3.490877e+01	1.189508e+02	FGF18
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	4/258	3.576284e-02	2.807611e-01	0	0	3.363574e+00	1.120355e+01	DLX1;BMP2;DLX2;BAMBI
GO_Biological_Process_2021	regulation of extracellular matrix constituent secretion (GO:0003330)	1/8	3.776733e-02	2.807611e-01	0	0	2.992030e+01	9.802821e+01	BMP2
GO_Biological_Process_2021	sequestering of BMP from receptor via BMP binding (GO:0038098)	1/8	3.776733e-02	2.807611e-01	0	0	2.992030e+01	9.802821e+01	BMP2
GO_Biological_Process_2021	positive regulation of astrocyte differentiation (GO:0048711)	1/8	3.776733e-02	2.807611e-01	0	0	2.992030e+01	9.802821e+01	BMP2
GO_Biological_Process_2021	negative regulation of calcium ion import (GO:0090281)	1/8	3.776733e-02	2.807611e-01	0	0	2.992030e+01	9.802821e+01	SLN
GO_Biological_Process_2021	regulation of ATPase-coupled calcium transmembrane transporter activity (GO:1901894)	1/8	3.776733e-02	2.807611e-01	0	0	2.992030e+01	9.802821e+01	SLN
GO_Biological_Process_2021	pericardium development (GO:0060039)	1/9	4.238788e-02	2.807611e-01	0	0	2.617895e+01	8.274885e+01	BMP2
GO_Biological_Process_2021	negative regulation of protein-containing complex disassembly (GO:0043242)	1/9	4.238788e-02	2.807611e-01	0	0	2.617895e+01	8.274885e+01	SLN
GO_Biological_Process_2021	cellular response to BMP stimulus (GO:0071773)	2/71	4.574986e-02	2.807611e-01	0	0	6.116250e+00	1.886598e+01	DLX1;BMP2
GO_Biological_Process_2021	formation of translation preinitiation complex (GO:0001731)	1/10	4.698647e-02	2.807611e-01	0	0	2.326901e+01	7.115419e+01	EIF5
GO_Biological_Process_2021	protein K11-linked deubiquitination (GO:0035871)	1/10	4.698647e-02	2.807611e-01	0	0	2.326901e+01	7.115419e+01	OTUB2
GO_Biological_Process_2021	cellular response to acetylcholine (GO:1905145)	1/10	4.698647e-02	2.807611e-01	0	0	2.326901e+01	7.115419e+01	LY6G6D
GO_Biological_Process_2021	sarcoplasmic reticulum calcium ion transport (GO:0070296)	1/10	4.698647e-02	2.807611e-01	0	0	2.326901e+01	7.115419e+01	SLN
GO_Biological_Process_2021	actin filament network formation (GO:0051639)	1/11	5.156322e-02	2.807611e-01	0	0	2.094105e+01	6.208911e+01	FHOD3
GO_Biological_Process_2021	ketone body metabolic process (GO:1902224)	1/11	5.156322e-02	2.807611e-01	0	0	2.094105e+01	6.208911e+01	OXCT2
GO_Biological_Process_2021	negative regulation of calcium ion transmembrane transport (GO:1903170)	1/11	5.156322e-02	2.807611e-01	0	0	2.094105e+01	6.208911e+01	SLN
GO_Biological_Process_2021	negative regulation of steroid biosynthetic process (GO:0010894)	1/11	5.156322e-02	2.807611e-01	0	0	2.094105e+01	6.208911e+01	BMP2
GO_Biological_Process_2021	glutathione biosynthetic process (GO:0006750)	1/11	5.156322e-02	2.807611e-01	0	0	2.094105e+01	6.208911e+01	CHAC1
GO_Biological_Process_2021	regulation of cardiac muscle cell differentiation (GO:2000725)	1/11	5.156322e-02	2.807611e-01	0	0	2.094105e+01	6.208911e+01	BMP2
GO_Biological_Process_2021	positive regulation of keratinocyte proliferation (GO:0010838)	1/11	5.156322e-02	2.807611e-01	0	0	2.094105e+01	6.208911e+01	CRNN
GO_Biological_Process_2021	negative regulation of protein maturation (GO:1903318)	1/11	5.156322e-02	2.807611e-01	0	0	2.094105e+01	6.208911e+01	CHAC1
GO_Biological_Process_2021	regulation of epithelial to mesenchymal transition (GO:0010717)	2/76	5.167382e-02	2.807611e-01	0	0	5.701553e+00	1.689258e+01	BMP2;BAMBI
GO_Biological_Process_2021	positive regulation of developmental process (GO:0051094)	3/177	5.359811e-02	2.807611e-01	0	0	3.657768e+00	1.070351e+01	DLX1;BMP2;DLX2
GO_Biological_Process_2021	positive regulation of protein depolymerization (GO:1901881)	1/12	5.611821e-02	2.807611e-01	0	0	1.903636e+01	5.483034e+01	SLN
GO_Biological_Process_2021	melanocyte differentiation (GO:0030318)	1/12	5.611821e-02	2.807611e-01	0	0	1.903636e+01	5.483034e+01	MREG
GO_Biological_Process_2021	nonribosomal peptide biosynthetic process (GO:0019184)	1/12	5.611821e-02	2.807611e-01	0	0	1.903636e+01	5.483034e+01	CHAC1
GO_Biological_Process_2021	regulation of astrocyte differentiation (GO:0048710)	1/12	5.611821e-02	2.807611e-01	0	0	1.903636e+01	5.483034e+01	BMP2
GO_Biological_Process_2021	regulation of muscle system process (GO:0090257)	1/12	5.611821e-02	2.807611e-01	0	0	1.903636e+01	5.483034e+01	SLN
GO_Biological_Process_2021	cardiocyte differentiation (GO:0035051)	1/12	5.611821e-02	2.807611e-01	0	0	1.903636e+01	5.483034e+01	BMP2
GO_Biological_Process_2021	regulation of osteoblast differentiation (GO:0045667)	2/83	6.039717e-02	2.807611e-01	0	0	5.206987e+00	1.461504e+01	BMP2;BAMBI
GO_Biological_Process_2021	pathway-restricted SMAD protein phosphorylation (GO:0060389)	1/13	6.065155e-02	2.807611e-01	0	0	1.744912e+01	4.890309e+01	BMP2
GO_Biological_Process_2021	negative regulation of alcohol biosynthetic process (GO:1902931)	1/13	6.065155e-02	2.807611e-01	0	0	1.744912e+01	4.890309e+01	BMP2
GO_Biological_Process_2021	sequestering of extracellular ligand from receptor (GO:0035581)	1/14	6.516335e-02	2.807611e-01	0	0	1.610607e+01	4.398340e+01	BMP2
GO_Biological_Process_2021	positive regulation of protein-containing complex disassembly (GO:0043243)	1/14	6.516335e-02	2.807611e-01	0	0	1.610607e+01	4.398340e+01	SLN
GO_Biological_Process_2021	atrioventricular valve development (GO:0003171)	1/14	6.516335e-02	2.807611e-01	0	0	1.610607e+01	4.398340e+01	BMP2
GO_Biological_Process_2021	positive regulation of binding (GO:0051099)	2/90	6.958433e-02	2.807611e-01	0	0	4.791103e+00	1.276932e+01	BMP2;BAMBI
GO_Biological_Process_2021	G protein-coupled glutamate receptor signaling pathway (GO:0007216)	1/15	6.965370e-02	2.807611e-01	0	0	1.495489e+01	3.984310e+01	TRPM1
GO_Biological_Process_2021	Arp2/3 complex-mediated actin nucleation (GO:0034314)	1/15	6.965370e-02	2.807611e-01	0	0	1.495489e+01	3.984310e+01	JMY
GO_Biological_Process_2021	positive regulation of endothelial cell chemotaxis (GO:2001028)	1/15	6.965370e-02	2.807611e-01	0	0	1.495489e+01	3.984310e+01	FGF18
GO_Biological_Process_2021	peptidyl-arginine modification (GO:0018195)	1/15	6.965370e-02	2.807611e-01	0	0	1.495489e+01	3.984310e+01	PADI3
GO_Biological_Process_2021	cardiac myofibril assembly (GO:0055003)	1/15	6.965370e-02	2.807611e-01	0	0	1.495489e+01	3.984310e+01	FHOD3
GO_Biological_Process_2021	negative regulation of protein processing (GO:0010955)	1/15	6.965370e-02	2.807611e-01	0	0	1.495489e+01	3.984310e+01	CHAC1
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	2/92	7.228883e-02	2.807611e-01	0	0	4.684161e+00	1.230569e+01	BMP2;FGF18
GO_Biological_Process_2021	negative regulation of transcription regulatory region DNA binding (GO:2000678)	1/16	7.412270e-02	2.807611e-01	0	0	1.395719e+01	3.631708e+01	MSX2
GO_Biological_Process_2021	mesenchyme development (GO:0060485)	1/16	7.412270e-02	2.807611e-01	0	0	1.395719e+01	3.631708e+01	BMP2
GO_Biological_Process_2021	odontogenesis of dentin-containing tooth (GO:0042475)	1/16	7.412270e-02	2.807611e-01	0	0	1.395719e+01	3.631708e+01	BMP2
GO_Biological_Process_2021	positive regulation of vasoconstriction (GO:0045907)	1/16	7.412270e-02	2.807611e-01	0	0	1.395719e+01	3.631708e+01	SMTNL2
GO_Biological_Process_2021	negative regulation of ATPase activity (GO:0032780)	1/17	7.857046e-02	2.807611e-01	0	0	1.308421e+01	3.328308e+01	SLN
GO_Biological_Process_2021	regulation of steroid biosynthetic process (GO:0050810)	1/17	7.857046e-02	2.807611e-01	0	0	1.308421e+01	3.328308e+01	BMP2
GO_Biological_Process_2021	mesenchyme morphogenesis (GO:0072132)	1/17	7.857046e-02	2.807611e-01	0	0	1.308421e+01	3.328308e+01	BMP2
GO_Biological_Process_2021	regulation of metal ion transport (GO:0010959)	1/17	7.857046e-02	2.807611e-01	0	0	1.308421e+01	3.328308e+01	SLN
GO_Biological_Process_2021	regulation of osteoblast proliferation (GO:0033688)	1/17	7.857046e-02	2.807611e-01	0	0	1.308421e+01	3.328308e+01	BMP2
GO_Biological_Process_2021	cell surface receptor signaling pathway involved in heart development (GO:0061311)	1/17	7.857046e-02	2.807611e-01	0	0	1.308421e+01	3.328308e+01	BMP2
GO_Biological_Process_2021	muscle tissue morphogenesis (GO:0060415)	1/17	7.857046e-02	2.807611e-01	0	0	1.308421e+01	3.328308e+01	BMP2
GO_Biological_Process_2021	cellular modified amino acid catabolic process (GO:0042219)	1/17	7.857046e-02	2.807611e-01	0	0	1.308421e+01	3.328308e+01	CHAC1
GO_Biological_Process_2021	regulation of protein-containing complex disassembly (GO:0043244)	1/18	8.299708e-02	2.807611e-01	0	0	1.231393e+01	3.064876e+01	SLN
GO_Biological_Process_2021	positive regulation of cartilage development (GO:0061036)	1/18	8.299708e-02	2.807611e-01	0	0	1.231393e+01	3.064876e+01	BMP2
GO_Biological_Process_2021	positive regulation of cell cycle phase transition (GO:1901989)	1/18	8.299708e-02	2.807611e-01	0	0	1.231393e+01	3.064876e+01	CRNN
GO_Biological_Process_2021	melanosome transport (GO:0032402)	1/18	8.299708e-02	2.807611e-01	0	0	1.231393e+01	3.064876e+01	MREG
GO_Biological_Process_2021	positive regulation of extracellular matrix organization (GO:1903055)	1/18	8.299708e-02	2.807611e-01	0	0	1.231393e+01	3.064876e+01	BMP2
GO_Biological_Process_2021	regulation of cartilage development (GO:0061035)	1/18	8.299708e-02	2.807611e-01	0	0	1.231393e+01	3.064876e+01	BMP2
GO_Biological_Process_2021	positive regulation of glial cell differentiation (GO:0045687)	1/18	8.299708e-02	2.807611e-01	0	0	1.231393e+01	3.064876e+01	BMP2
GO_Biological_Process_2021	pigment granule transport (GO:0051904)	1/18	8.299708e-02	2.807611e-01	0	0	1.231393e+01	3.064876e+01	MREG
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	3/214	8.393304e-02	2.807611e-01	0	0	3.010702e+00	7.459724e+00	DLX1;BMP2;DLX2
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	4/345	8.455147e-02	2.807611e-01	0	0	2.494326e+00	6.161970e+00	BMP2;SLN;BAMBI;SMTNL2
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway (GO:0097193)	2/102	8.629986e-02	2.807611e-01	0	0	4.213617e+00	1.032306e+01	JMY;CHAC1
GO_Biological_Process_2021	establishment of melanosome localization (GO:0032401)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	MREG
GO_Biological_Process_2021	negative regulation of calcium ion transport (GO:0051926)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	SLN
GO_Biological_Process_2021	negative regulation of striated muscle cell differentiation (GO:0051154)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	BMP2
GO_Biological_Process_2021	striated muscle cell differentiation (GO:0051146)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	BMP2
GO_Biological_Process_2021	regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	BMP2
GO_Biological_Process_2021	atrioventricular valve morphogenesis (GO:0003181)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	BMP2
GO_Biological_Process_2021	cytoplasmic translational initiation (GO:0002183)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	EIF5
GO_Biological_Process_2021	branching involved in ureteric bud morphogenesis (GO:0001658)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	BMP2
GO_Biological_Process_2021	ureteric bud development (GO:0001657)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	BMP2
GO_Biological_Process_2021	ureteric bud morphogenesis (GO:0060675)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	BMP2
GO_Biological_Process_2021	cardiac atrium morphogenesis (GO:0003209)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	BMP2
GO_Biological_Process_2021	endocardial cushion morphogenesis (GO:0003203)	1/19	8.740265e-02	2.807611e-01	0	0	1.162924e+01	2.834313e+01	BMP2
GO_Biological_Process_2021	fatty acid transport (GO:0015908)	1/20	9.178727e-02	2.807611e-01	0	0	1.101662e+01	2.631079e+01	SLC27A6
GO_Biological_Process_2021	cortical actin cytoskeleton organization (GO:0030866)	1/20	9.178727e-02	2.807611e-01	0	0	1.101662e+01	2.631079e+01	FHOD3
GO_Biological_Process_2021	cardiac epithelial to mesenchymal transition (GO:0060317)	1/20	9.178727e-02	2.807611e-01	0	0	1.101662e+01	2.631079e+01	BMP2
GO_Biological_Process_2021	cellular modified amino acid biosynthetic process (GO:0042398)	1/20	9.178727e-02	2.807611e-01	0	0	1.101662e+01	2.631079e+01	CHAC1
GO_Biological_Process_2021	acetylcholine receptor signaling pathway (GO:0095500)	1/21	9.615105e-02	2.807611e-01	0	0	1.046526e+01	2.450792e+01	LY6G6D
GO_Biological_Process_2021	actin nucleation (GO:0045010)	1/21	9.615105e-02	2.807611e-01	0	0	1.046526e+01	2.450792e+01	JMY
GO_Biological_Process_2021	positive regulation of phosphatase activity (GO:0010922)	1/21	9.615105e-02	2.807611e-01	0	0	1.046526e+01	2.450792e+01	BMP2
GO_Biological_Process_2021	melanosome localization (GO:0032400)	1/21	9.615105e-02	2.807611e-01	0	0	1.046526e+01	2.450792e+01	MREG
GO_Biological_Process_2021	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)	1/21	9.615105e-02	2.807611e-01	0	0	1.046526e+01	2.450792e+01	BMP2
GO_Biological_Process_2021	negative regulation of ion transmembrane transporter activity (GO:0032413)	1/21	9.615105e-02	2.807611e-01	0	0	1.046526e+01	2.450792e+01	SLN
GO_Biological_Process_2021	calcium ion transport into cytosol (GO:0060402)	1/21	9.615105e-02	2.807611e-01	0	0	1.046526e+01	2.450792e+01	TRPM1
GO_Biological_Process_2021	endocardial cushion development (GO:0003197)	1/21	9.615105e-02	2.807611e-01	0	0	1.046526e+01	2.450792e+01	BMP2
GO_Biological_Process_2021	negative regulation of lipid biosynthetic process (GO:0051055)	1/22	1.004941e-01	2.911138e-01	0	0	9.966416e+00	2.289940e+01	BMP2
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	2/114	1.040776e-01	2.956491e-01	0	0	3.759878e+00	8.507171e+00	DLX1;BAMBI
GO_Biological_Process_2021	calcium ion transport (GO:0006816)	2/115	1.056016e-01	2.956491e-01	0	0	3.726417e+00	8.377290e+00	TRPM1;SLN
GO_Biological_Process_2021	positive regulation of p38MAPK cascade (GO:1900745)	1/24	1.091183e-01	2.956491e-01	0	0	9.098856e+00	2.015690e+01	BMP2
GO_Biological_Process_2021	regulation of keratinocyte proliferation (GO:0010837)	1/24	1.091183e-01	2.956491e-01	0	0	9.098856e+00	2.015690e+01	CRNN
GO_Biological_Process_2021	regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	1/24	1.091183e-01	2.956491e-01	0	0	9.098856e+00	2.015690e+01	DLX1
GO_Biological_Process_2021	cardiac muscle cell development (GO:0055013)	1/24	1.091183e-01	2.956491e-01	0	0	9.098856e+00	2.015690e+01	FHOD3
GO_Biological_Process_2021	cardiac muscle cell differentiation (GO:0055007)	1/24	1.091183e-01	2.956491e-01	0	0	9.098856e+00	2.015690e+01	BMP2
GO_Biological_Process_2021	protein K48-linked deubiquitination (GO:0071108)	1/24	1.091183e-01	2.956491e-01	0	0	9.098856e+00	2.015690e+01	OTUB2
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	2/118	1.102099e-01	2.956491e-01	0	0	3.629494e+00	8.004372e+00	BMP2;BAMBI
GO_Biological_Process_2021	regulation of calcium ion import (GO:0090279)	1/25	1.133996e-01	2.956491e-01	0	0	8.719298e+00	1.898049e+01	SLN
GO_Biological_Process_2021	peptide catabolic process (GO:0043171)	1/25	1.133996e-01	2.956491e-01	0	0	8.719298e+00	1.898049e+01	CHAC1
GO_Biological_Process_2021	cardiac conduction system development (GO:0003161)	1/25	1.133996e-01	2.956491e-01	0	0	8.719298e+00	1.898049e+01	MSX2
GO_Biological_Process_2021	in utero embryonic development (GO:0001701)	1/25	1.133996e-01	2.956491e-01	0	0	8.719298e+00	1.898049e+01	BMP2
GO_Biological_Process_2021	regulation of protein processing (GO:0070613)	1/25	1.133996e-01	2.956491e-01	0	0	8.719298e+00	1.898049e+01	CHAC1
GO_Biological_Process_2021	epithelium development (GO:0060429)	2/122	1.164354e-01	2.991116e-01	0	0	3.507801e+00	7.543242e+00	BMP2;DLX3
GO_Biological_Process_2021	clathrin-dependent endocytosis (GO:0072583)	1/26	1.176606e-01	2.991116e-01	0	0	8.370105e+00	1.791161e+01	DNAJC6
GO_Biological_Process_2021	cellular response to organic substance (GO:0071310)	2/123	1.180057e-01	2.991116e-01	0	0	3.478635e+00	7.433922e+00	CRNN;IL1F10
GO_Biological_Process_2021	positive regulation of epithelial cell proliferation (GO:0050679)	2/123	1.180057e-01	2.991116e-01	0	0	3.478635e+00	7.433922e+00	CRNN;BMP2
GO_Biological_Process_2021	negative regulation of catalytic activity (GO:0043086)	1/27	1.219014e-01	3.047534e-01	0	0	8.047773e+00	1.693688e+01	SLN
GO_Biological_Process_2021	regulation of transcription regulatory region DNA binding (GO:2000677)	1/27	1.219014e-01	3.047534e-01	0	0	8.047773e+00	1.693688e+01	MSX2
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	1/28	1.261219e-01	3.048643e-01	0	0	7.749318e+00	1.604501e+01	PPP2R1B
GO_Biological_Process_2021	negative regulation of calcium ion transmembrane transporter activity (GO:1901020)	1/28	1.261219e-01	3.048643e-01	0	0	7.749318e+00	1.604501e+01	SLN
GO_Biological_Process_2021	cytosolic calcium ion transport (GO:0060401)	1/28	1.261219e-01	3.048643e-01	0	0	7.749318e+00	1.604501e+01	TRPM1
GO_Biological_Process_2021	regulation of plasma membrane bounded cell projection organization (GO:0120035)	1/28	1.261219e-01	3.048643e-01	0	0	7.749318e+00	1.604501e+01	NCS1
GO_Biological_Process_2021	sarcomere organization (GO:0045214)	1/28	1.261219e-01	3.048643e-01	0	0	7.749318e+00	1.604501e+01	FHOD3
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	1/29	1.303224e-01	3.049211e-01	0	0	7.472180e+00	1.522639e+01	CHAC1
GO_Biological_Process_2021	actin filament polymerization (GO:0030041)	1/29	1.303224e-01	3.049211e-01	0	0	7.472180e+00	1.522639e+01	DIAPH3
GO_Biological_Process_2021	positive regulation of dephosphorylation (GO:0035306)	1/29	1.303224e-01	3.049211e-01	0	0	7.472180e+00	1.522639e+01	BMP2
GO_Biological_Process_2021	regulation of calcium ion transmembrane transporter activity (GO:1901019)	1/29	1.303224e-01	3.049211e-01	0	0	7.472180e+00	1.522639e+01	SLN
GO_Biological_Process_2021	positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	1/29	1.303224e-01	3.049211e-01	0	0	7.472180e+00	1.522639e+01	PPP2R1B
GO_Biological_Process_2021	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	2/133	1.339906e-01	3.087646e-01	0	0	3.211467e+00	6.455002e+00	BMP2;BAMBI
GO_Biological_Process_2021	regulation of vasoconstriction (GO:0019229)	1/30	1.345029e-01	3.087646e-01	0	0	7.214156e+00	1.447282e+01	SMTNL2
GO_Biological_Process_2021	negative regulation of Notch signaling pathway (GO:0045746)	1/30	1.345029e-01	3.087646e-01	0	0	7.214156e+00	1.447282e+01	CHAC1
GO_Biological_Process_2021	negative regulation of DNA binding (GO:0043392)	1/31	1.386636e-01	3.139976e-01	0	0	6.973333e+00	1.377725e+01	MSX2
GO_Biological_Process_2021	negative regulation of osteoblast differentiation (GO:0045668)	1/31	1.386636e-01	3.139976e-01	0	0	6.973333e+00	1.377725e+01	BAMBI
GO_Biological_Process_2021	long-chain fatty acid transport (GO:0015909)	1/32	1.428044e-01	3.139976e-01	0	0	6.748048e+00	1.313359e+01	SLC27A6
GO_Biological_Process_2021	chondrocyte differentiation (GO:0002062)	1/32	1.428044e-01	3.139976e-01	0	0	6.748048e+00	1.313359e+01	BMP2
GO_Biological_Process_2021	negative regulation of double-strand break repair (GO:2000780)	1/32	1.428044e-01	3.139976e-01	0	0	6.748048e+00	1.313359e+01	OTUB2
GO_Biological_Process_2021	cardiac muscle tissue morphogenesis (GO:0055008)	1/32	1.428044e-01	3.139976e-01	0	0	6.748048e+00	1.313359e+01	BMP2
GO_Biological_Process_2021	protein K63-linked deubiquitination (GO:0070536)	1/32	1.428044e-01	3.139976e-01	0	0	6.748048e+00	1.313359e+01	OTUB2
GO_Biological_Process_2021	signal transduction by p53 class mediator (GO:0072331)	1/33	1.469255e-01	3.173243e-01	0	0	6.536842e+00	1.253655e+01	JMY
GO_Biological_Process_2021	regulation of sprouting angiogenesis (GO:1903670)	1/33	1.469255e-01	3.173243e-01	0	0	6.536842e+00	1.253655e+01	FGF18
