Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	monocyte chemotaxis (GO:0002548)	9/42	1.041113e-10	4.493055e-09	0	0	3.174545e+01	7.296871e+02	CCL13;CCL8;CCL5;PTPRO;XCL2;CCL2;XCL1;CCL19;CCL18
GO_Biological_Process_2021	regulation of T cell mediated cytotoxicity (GO:0001914)	8/29	1.286130e-10	5.382260e-09	0	0	4.411028e+01	1.004577e+03	PTPRC;HLA-DRA;XCL1;CD1E;CD1C;IL12RB1;HLA-F;CD1B
GO_Biological_Process_2021	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	14/172	4.904459e-10	1.992076e-08	0	0	1.055934e+01	2.263469e+02	CCR1;CCL13;ALOX15;PTPN22;ICAM1;PTPRC;CCL8;GPR183;CCL5;XCL2;XCL1;CCL2;CCL19;CCL18
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	11/98	1.236874e-09	4.880350e-08	0	0	1.485181e+01	3.046206e+02	HLA-DMA;FCER1G;HLA-DRA;HLA-DOA;FCGR2B;HLA-DOB;HLA-DQA2;HLA-DQA1;CTSS;HLA-DPA1;HLA-DQB1
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	11/100	1.539496e-09	5.905677e-08	0	0	1.451659e+01	2.945678e+02	HLA-DMA;FCER1G;HLA-DRA;HLA-DOA;FCGR2B;HLA-DOB;HLA-DQA2;HLA-DQA1;CTSS;HLA-DPA1;HLA-DQB1
GO_Biological_Process_2021	positive regulation of T cell migration (GO:2000406)	7/25	1.715528e-09	6.403091e-08	0	0	4.477422e+01	9.037026e+02	CXCL10;CCL5;XCL2;XCL1;CXCL13;AIF1;CCR2
GO_Biological_Process_2021	regulation of T cell chemotaxis (GO:0010819)	6/15	2.211719e-09	8.037851e-08	0	0	7.634682e+01	1.521554e+03	CXCL10;CCL5;XCL2;XCL1;CXCL13;CCR2
GO_Biological_Process_2021	positive regulation of T cell mediated cytotoxicity (GO:0001916)	7/26	2.329931e-09	8.250344e-08	0	0	4.241554e+01	8.431119e+02	HLA-DRA;XCL1;CD1E;CD1C;IL12RB1;HLA-F;CD1B
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	15/238	4.027191e-09	1.390388e-07	0	0	8.038117e+00	1.553784e+02	CCR1;CCL13;ALOX15;PTPN22;ICAM1;PTPRC;CCL8;GPR183;CCL5;XCL2;XCL1;CCL2;CCL19;CCL18;GBP1
GO_Biological_Process_2021	response to tumor necrosis factor (GO:0034612)	11/110	4.289803e-09	1.444931e-07	0	0	1.304365e+01	2.513123e+02	CCL13;CCL8;UBD;CCL5;XCL2;XCL1;CCL2;CCL19;CCL18;SELE;GBP1
GO_Biological_Process_2021	response to interleukin-1 (GO:0070555)	10/86	5.042225e-09	1.657931e-07	0	0	1.537294e+01	2.937064e+02	CCL13;CCL8;CCL5;XCL2;XCL1;CCL2;CCL19;CCL18;GBP1;SELE
GO_Biological_Process_2021	negative regulation of leukocyte degranulation (GO:0043301)	5/9	6.645392e-09	2.134253e-07	0	0	1.423635e+02	2.680611e+03	CD84;NCKAP1L;FCGR2B;HLA-F;CCR2
GO_Biological_Process_2021	positive regulation of phagocytosis (GO:0050766)	8/53	2.212244e-08	6.943429e-07	0	0	2.055984e+01	3.624017e+02	C3;FCER1G;PTPRC;IL2RB;CCL2;NCKAP1L;IL2RG;FCGR2B
GO_Biological_Process_2021	positive regulation of immune response (GO:0050778)	9/75	2.277033e-08	6.987960e-07	0	0	1.584626e+01	2.788594e+02	SASH3;ITGAM;PTPRC;RSAD2;CCL5;ITGB2;HLA-DRA;IL12RB1;FCGR2B
GO_Biological_Process_2021	positive regulation of T cell mediated immunity (GO:0002711)	7/36	2.742069e-08	8.232169e-07	0	0	2.777546e+01	4.836254e+02	HLA-DRA;XCL1;CD1E;CD1C;IL12RB1;HLA-F;CD1B
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	16/335	6.070334e-08	1.783645e-06	0	0	6.000962e+00	9.971958e+01	ITK;FCER1G;CRTAM;ISG15;PTPN22;AIF1;CD2;C3;PTPRC;IRF1;CD28;XCL1;CCL19;IL12RB1;CCR2;HLA-DPA1
GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)	12/182	9.283549e-08	2.642453e-06	0	0	8.306164e+00	1.344970e+02	CLEC4A;CD84;PTPRC;XCL1;NCKAP1L;ISG15;PTPN22;NLRC3;VSIG4;FCGR2B;GBP1;JAK3
GO_Biological_Process_2021	regulation of monocyte chemotaxis (GO:0090025)	6/26	9.375830e-08	2.642453e-06	0	0	3.433699e+01	5.556600e+02	CCR1;CXCL10;CCL5;SLAMF8;AIF1;CCR2
GO_Biological_Process_2021	innate immune response (GO:0045087)	15/302	9.621997e-08	2.657596e-06	0	0	6.225249e+00	1.005790e+02	IFITM1;CIITA;FCER1G;APOBEC3G;MX1;ISG15;IFIT1;CORO1A;C3;CXCL10;IFI27;LCK;UBD;APOL1;CFB
GO_Biological_Process_2021	positive regulation of T cell chemotaxis (GO:0010820)	5/14	1.018228e-07	2.757202e-06	0	0	6.325670e+01	1.018435e+03	CCL5;XCL2;XCL1;CXCL13;CCR2
GO_Biological_Process_2021	response to cytokine (GO:0034097)	11/150	1.099762e-07	2.920715e-06	0	0	9.271240e+00	1.485531e+02	IFITM1;CIITA;STAT1;UBD;MX2;MX1;HCLS1;ISG15;XAF1;SELE;JAK3
GO_Biological_Process_2021	leukocyte cell-cell adhesion (GO:0007159)	6/28	1.511618e-07	3.938762e-06	0	0	3.121230e+01	4.901865e+02	CD209;CCL5;ITGB2;ITGAL;SELE;ICAM1
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	14/274	1.852967e-07	4.679045e-06	0	0	6.383543e+00	9.895326e+01	CCR1;CCL13;ALOX15;PTPN22;ICAM1;PTPRC;CCL8;GPR183;CCL5;XCL2;XCL1;CCL2;CCL19;CCL18
GO_Biological_Process_2021	cellular response to tumor necrosis factor (GO:0071356)	12/194	1.863487e-07	4.679045e-06	0	0	7.753767e+00	1.201496e+02	CCL13;CCL8;STAT1;CCL5;XCL2;XCL1;CCL2;CCL19;CCL18;GBP1;PSMB9;BIRC3
GO_Biological_Process_2021	regulation of natural killer cell chemotaxis (GO:2000501)	4/7	2.126358e-07	5.243751e-06	0	0	1.509943e+02	2.319829e+03	KLRK1;CCL5;CCL2;XCL1
GO_Biological_Process_2021	dendritic cell chemotaxis (GO:0002407)	5/16	2.189560e-07	5.304881e-06	0	0	5.175026e+01	7.935590e+02	CCR1;CCL5;GPR183;CCL19;CCR2
GO_Biological_Process_2021	regulation of adaptive immune response (GO:0002819)	5/18	4.232999e-07	9.742952e-06	0	0	4.378426e+01	6.425421e+02	SASH3;IRF1;ALOX15;FCGR2B;SAMSN1
GO_Biological_Process_2021	dendritic cell migration (GO:0036336)	5/18	4.232999e-07	9.742952e-06	0	0	4.378426e+01	6.425421e+02	CCR1;CCL5;GPR183;CCL19;CCR2
GO_Biological_Process_2021	positive regulation of lymphocyte chemotaxis (GO:0140131)	5/18	4.232999e-07	9.742952e-06	0	0	4.378426e+01	6.425421e+02	CCL5;XCL2;XCL1;CXCL13;CCR2
GO_Biological_Process_2021	regulation of immune effector process (GO:0002697)	7/53	4.454845e-07	1.008548e-05	0	0	1.749558e+01	2.558571e+02	C1QB;C3;C1S;HLA-DRA;FCGR2B;CFB;C1QC
GO_Biological_Process_2021	regulation of humoral immune response (GO:0002920)	7/54	5.079954e-07	1.131519e-05	0	0	1.712246e+01	2.481523e+02	C1QB;C3;C1S;CXCL13;FCGR2B;CFB;C1QC
GO_Biological_Process_2021	positive regulation of monocyte chemotaxis (GO:0090026)	5/19	5.703238e-07	1.250186e-05	0	0	4.065476e+01	5.844960e+02	CCR1;CXCL10;CCL5;AIF1;CCR2
GO_Biological_Process_2021	regulation of defense response to virus by host (GO:0050691)	6/36	7.364869e-07	1.556063e-05	0	0	2.287977e+01	3.230938e+02	APOBEC3G;STAT1;PTPN22;IL12RB1;PARP9;MICB
GO_Biological_Process_2021	positive regulation of interferon-gamma production (GO:0032729)	7/57	7.414360e-07	1.556063e-05	0	0	1.609267e+01	2.271429e+02	CD2;CRTAM;PTPN22;ISG15;IL12RB1;CCR2;HLA-DPA1
GO_Biological_Process_2021	synapse pruning (GO:0098883)	4/9	7.548302e-07	1.556063e-05	0	0	9.058743e+01	1.276990e+03	C1QB;C3;ITGAM;C1QC
GO_Biological_Process_2021	regulation of lymphocyte differentiation (GO:0045619)	5/20	7.549330e-07	1.556063e-05	0	0	3.794253e+01	5.348620e+02	CD2;CRTAM;SLAMF8;NCKAP1L;CCR2
GO_Biological_Process_2021	regulation of defense response (GO:0031347)	8/83	7.836569e-07	1.591515e-05	0	0	1.231719e+01	1.731710e+02	IRF1;ALOX15;XCL1;PTPN22;FCGR2B;SELE;CCR2;BIRC3
GO_Biological_Process_2021	regulation of cytokine production (GO:0001817)	10/150	1.017797e-06	2.032917e-05	0	0	8.318259e+00	1.147743e+02	CLEC4A;ITK;PTPRC;CRTAM;CD28;IRF8;ISG15;ACKR1;FCGR2B;CCR2
GO_Biological_Process_2021	regulation of interferon-gamma production (GO:0032649)	8/86	1.030443e-06	2.032917e-05	0	0	1.184166e+01	1.632434e+02	CD2;CRTAM;XCL1;PTPN22;ISG15;IL12RB1;CCR2;HLA-DPA1
GO_Biological_Process_2021	regulation of GTPase activity (GO:0043087)	11/189	1.119387e-06	2.177286e-05	0	0	7.225555e+00	9.900983e+01	ARHGAP9;CCL13;KLRK1;CCL8;RGS1;CCL5;XCL2;XCL1;CCL2;CCL19;CCL18
GO_Biological_Process_2021	cellular response to interleukin-1 (GO:0071347)	10/155	1.373280e-06	2.634027e-05	0	0	8.029382e+00	1.083831e+02	CCL13;CCL8;CCL5;XCL2;XCL1;CCL2;CCL19;CCL18;GBP1;PSMB9
GO_Biological_Process_2021	T cell differentiation (GO:0030217)	6/41	1.638272e-06	3.084412e-05	0	0	1.960628e+01	2.611922e+02	FCER1G;PTPRC;CD8A;LCK;CD28;PTPN22
GO_Biological_Process_2021	regulation of innate immune response (GO:0045088)	7/64	1.652763e-06	3.084412e-05	0	0	1.411138e+01	1.878657e+02	IRF1;CCL5;PTPN22;NLRC3;PARP9;FCGR2B;BIRC3
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	9/124	1.767843e-06	3.255187e-05	0	0	9.071816e+00	1.201630e+02	CLEC4A;CD2;PTPRC;OAS2;OAS3;PTPN22;NLRC3;CCL19;CCR2
GO_Biological_Process_2021	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	6/42	1.897203e-06	3.447418e-05	0	0	1.906069e+01	2.511271e+02	JAML;CD209;CRTAM;ITGAL;SELE;ICAM1
GO_Biological_Process_2021	regulation of B cell proliferation (GO:0030888)	6/46	3.288693e-06	5.898291e-05	0	0	1.715116e+01	2.165337e+02	SASH3;PTPRC;GPR183;NCKAP1L;MNDA;FCGR2B
GO_Biological_Process_2021	regulation of interleukin-2 production (GO:0032663)	6/48	4.245173e-06	7.516132e-05	0	0	1.633278e+01	2.020321e+02	PTPRC;CD28;XCL1;VSIG4;GBP1;CCR2
GO_Biological_Process_2021	positive regulation of defense response to virus by host (GO:0002230)	5/28	4.515768e-06	7.795344e-05	0	0	2.473513e+01	3.044384e+02	APOBEC3G;STAT1;PTPN22;IL12RB1;PARP9
GO_Biological_Process_2021	response to interferon-beta (GO:0035456)	5/28	4.515768e-06	7.795344e-05	0	0	2.473513e+01	3.044384e+02	IFITM1;STAT1;IRF1;MNDA;XAF1
GO_Biological_Process_2021	receptor-mediated endocytosis (GO:0006898)	9/143	5.742442e-06	9.790509e-05	0	0	7.778007e+00	9.386208e+01	CD163;ITGAM;FCER1G;MX2;ITGB2;MRC1;MX1;APOL1;FCGR2B
GO_Biological_Process_2021	antigen processing and presentation of lipid antigen via MHC class Ib (GO:0048003)	3/5	6.957299e-06	1.130357e-04	0	0	1.689119e+02	2.005951e+03	CD1E;CD1C;CD1B
GO_Biological_Process_2021	antigen processing and presentation, endogenous lipid antigen via MHC class Ib (GO:0048006)	3/5	6.957299e-06	1.130357e-04	0	0	1.689119e+02	2.005951e+03	CD1E;CD1C;CD1B
GO_Biological_Process_2021	antigen processing and presentation, exogenous lipid antigen via MHC class Ib (GO:0048007)	3/5	6.957299e-06	1.130357e-04	0	0	1.689119e+02	2.005951e+03	CD1E;CD1C;CD1B
GO_Biological_Process_2021	regulation of ribonuclease activity (GO:0060700)	3/5	6.957299e-06	1.130357e-04	0	0	1.689119e+02	2.005951e+03	OAS2;OAS3;OASL
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	9/147	7.190385e-06	1.154642e-04	0	0	7.551023e+00	8.942500e+01	CCR1;P2RY8;CD52;P2RY10;ACKR4;FPR3;CXCR6;CXCL13;CCR2
GO_Biological_Process_2021	positive regulation of leukocyte cell-cell adhesion (GO:1903039)	5/31	7.639178e-06	1.198830e-04	0	0	2.187776e+01	2.577686e+02	LCK;ITGB2;CCL2;CCR2;HLA-DPA1
GO_Biological_Process_2021	positive regulation of mononuclear cell migration (GO:0071677)	5/31	7.639178e-06	1.198830e-04	0	0	2.187776e+01	2.577686e+02	CCR1;CXCL10;CCL5;AIF1;CCR2
GO_Biological_Process_2021	interleukin-27-mediated signaling pathway (GO:0070106)	4/15	7.840622e-06	1.216618e-04	0	0	4.116364e+01	4.839276e+02	STAT1;OAS2;MX1;OASL
GO_Biological_Process_2021	positive regulation of hydrolase activity (GO:0051345)	9/149	8.024571e-06	1.231326e-04	0	0	7.442395e+00	8.732164e+01	CCL13;CCL8;RGS1;CCL5;XCL2;XCL1;CCL2;CCL19;CCL18
GO_Biological_Process_2021	positive regulation of leukocyte chemotaxis (GO:0002690)	6/54	8.546366e-06	1.296981e-04	0	0	1.428685e+01	1.667276e+02	CCR1;CXCL10;CCL5;XCL1;AIF1;CCR2
GO_Biological_Process_2021	positive regulation of immune effector process (GO:0002699)	5/32	8.988491e-06	1.349251e-04	0	0	2.106641e+01	2.447825e+02	PTPRC;HLA-DRA;DDX60;IL12RB1;CCR2
GO_Biological_Process_2021	eosinophil chemotaxis (GO:0048245)	4/16	1.038121e-05	1.525154e-04	0	0	3.773143e+01	4.329875e+02	CCL13;CCL8;CCL5;CCL2
GO_Biological_Process_2021	eosinophil migration (GO:0072677)	4/16	1.038121e-05	1.525154e-04	0	0	3.773143e+01	4.329875e+02	CCL13;CCL8;CCL5;CCL2
GO_Biological_Process_2021	B cell receptor signaling pathway (GO:0050853)	5/34	1.224145e-05	1.779521e-04	0	0	1.961157e+01	2.218203e+02	ITK;PTPRC;LCK;NCKAP1L;MNDA
GO_Biological_Process_2021	regulation of nuclease activity (GO:0032069)	3/6	1.382293e-05	1.967986e-04	0	0	1.126023e+02	1.259927e+03	OAS2;OAS3;OASL
GO_Biological_Process_2021	positive regulation of cell-cell adhesion mediated by integrin (GO:0033634)	3/6	1.382293e-05	1.967986e-04	0	0	1.126023e+02	1.259927e+03	CCL5;CD3E;CXCL13
GO_Biological_Process_2021	positive regulation of lymphocyte activation (GO:0051251)	5/35	1.417866e-05	1.998034e-04	0	0	1.895690e+01	2.116305e+02	LCK;CCL2;NCKAP1L;CCR2;HLA-DPA1
GO_Biological_Process_2021	positive regulation of cell adhesion mediated by integrin (GO:0033630)	4/18	1.721143e-05	2.400907e-04	0	0	3.233796e+01	3.547454e+02	CCL5;NCKAP1L;CD3E;CXCL13
GO_Biological_Process_2021	negative regulation of innate immune response (GO:0045824)	5/38	2.145197e-05	2.962517e-04	0	0	1.723093e+01	1.852272e+02	OAS3;SLAMF8;NLRC3;ISG15;VSIG4
GO_Biological_Process_2021	regulation of response to external stimulus (GO:0032101)	8/130	2.258948e-05	3.088720e-04	0	0	7.554022e+00	8.081312e+01	IRF1;ALOX15;XCL1;PTPN22;FCGR2B;SELE;CCR2;BIRC3
GO_Biological_Process_2021	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	9/170	2.309918e-05	3.127447e-04	0	0	6.464742e+00	6.901574e+01	CD84;ITGAM;JAML;CD209;CRTAM;ITGB2;ITGAL;SELE;ICAM1
GO_Biological_Process_2021	positive regulation of GTPase activity (GO:0043547)	10/214	2.387007e-05	3.191009e-04	0	0	5.690045e+00	6.055850e+01	CCL13;CCL8;RGS1;CCL5;XCL2;XCL1;CCL2;CCL19;CXCL13;CCL18
GO_Biological_Process_2021	gamma-delta T cell activation (GO:0046629)	3/7	2.403077e-05	3.191009e-04	0	0	8.444744e+01	8.981978e+02	ITK;JAML;MICB
GO_Biological_Process_2021	regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564)	3/8	3.819601e-05	4.839330e-04	0	0	6.755455e+01	6.872175e+02	IRF1;XCL1;PTPN22
GO_Biological_Process_2021	cellular response to interleukin-21 (GO:0098757)	3/8	3.819601e-05	4.839330e-04	0	0	6.755455e+01	6.872175e+02	STAT1;IL2RG;JAK3
GO_Biological_Process_2021	negative regulation of T cell mediated cytotoxicity (GO:0001915)	3/8	3.819601e-05	4.839330e-04	0	0	6.755455e+01	6.872175e+02	PTPRC;NCKAP1L;FCGR2B
