Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	T cell receptor signaling pathway (GO:0050852)	19/158	9.532567e-11	1.872716e-08	0	0	7.679493e+00	1.771945e+02	ITK;FYB1;TRAT1;THEMIS;PTPN22;BTN3A3;BTN3A2;CD3E;CD3D;PSMB9;PSMA5;PTPRC;LCK;NFKBIZ;CD28;PRKCQ;LCP2;HLA-DPA1;HLA-DQB1
GO_Biological_Process_2021	neutrophil chemotaxis (GO:0030593)	13/70	3.866867e-10	6.963582e-08	0	0	1.264853e+01	2.741367e+02	CCL13;CXCL9;FCER1G;ITGB2;PIK3CG;CXCL10;CCL8;JAML;CCL5;XCL2;XCL1;NCKAP1L;CCL18
GO_Biological_Process_2021	granulocyte chemotaxis (GO:0071621)	13/73	6.688950e-10	1.111909e-07	0	0	1.201426e+01	2.538059e+02	CCL13;CXCL9;FCER1G;ITGB2;PIK3CG;CXCL10;CCL8;JAML;CCL5;XCL2;XCL1;NCKAP1L;CCL18
GO_Biological_Process_2021	neutrophil migration (GO:1990266)	13/77	1.333745e-09	2.058731e-07	0	0	1.126107e+01	2.301230e+02	CCL13;CXCL9;FCER1G;ITGB2;PIK3CG;CXCL10;CCL8;JAML;CCL5;XCL2;XCL1;NCKAP1L;CCL18
GO_Biological_Process_2021	inflammatory response (GO:0006954)	21/230	1.702109e-09	2.452172e-07	0	0	5.657375e+00	1.142303e+02	CCR1;CCL13;CIITA;CXCL9;TNFAIP6;ITGB2;FPR3;ITGAL;AIF1;PIK3CG;CXCL10;CCL8;CCL5;XCL2;NLRP3;XCL1;SIGLEC1;CCL18;FCGR2B;FOLR2;CCR2
GO_Biological_Process_2021	negative regulation of leukocyte degranulation (GO:0043301)	6/9	2.891237e-09	3.904977e-07	0	0	1.090611e+02	2.144314e+03	CD84;CEACAM1;NCKAP1L;FCGR2B;HLA-F;CCR2
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	25/335	3.199520e-09	3.955709e-07	0	0	4.570050e+00	8.939139e+01	ITK;CD274;PTPN22;AGPAT1;AIF1;PIK3CG;NLRP3;IL12RB1;CCR2;HAVCR2;HLA-DPA1;GBP5;FCER1G;IL15;CRTAM;BTN3A2;FGR;CD2;TYROBP;PTPRC;IRF1;CD28;XCL1;PRKCQ;TLR3
GO_Biological_Process_2021	interferon-gamma-mediated signaling pathway (GO:0060333)	12/68	3.416764e-09	3.955709e-07	0	0	1.185109e+01	2.310319e+02	CIITA;STAT1;IRF1;OAS3;IRF8;HLA-F;B2M;GBP1;ICAM1;OASL;HLA-DPA1;HLA-DQB1
GO_Biological_Process_2021	regulation of defense response (GO:0031347)	13/83	3.477948e-09	3.955709e-07	0	0	1.029268e+01	2.004686e+02	AKNA;PTPN22;ADAMTS12;SAMHD1;USP18;FGR;IRF1;ALOX5;XCL1;FCGR2B;PIK3AP1;CCR2;BIRC3
GO_Biological_Process_2021	regulation of inflammatory response (GO:0050727)	19/206	8.693704e-09	9.393547e-07	0	0	5.694232e+00	1.056887e+02	AKNA;TNFAIP6;IL15;NR1H3;NLRC3;ADAMTS12;PLA2G7;USP18;ALOX5;CCL5;NFKBIZ;NLRP3;XCL1;PPARG;PIK3AP1;TLR3;GPSM3;CCR2;BIRC3
GO_Biological_Process_2021	regulation of T cell activation (GO:0050863)	10/47	1.056551e-08	1.087241e-06	0	0	1.487777e+01	2.732402e+02	CD2;CD209;LCK;CCL5;CRTAM;PTPN22;PRKCQ;JAK3;CCR2;HLA-DPA1
GO_Biological_Process_2021	regulation of T cell proliferation (GO:0042129)	12/76	1.276378e-08	1.253752e-06	0	0	1.036547e+01	1.884095e+02	CD274;HLA-DMB;PTPRC;IL15;CD209;CCL5;CD28;NCKAP1L;CD3E;JAK3;AIF1;HLA-DPA1
GO_Biological_Process_2021	regulation of cytokine production (GO:0001817)	16/150	1.689887e-08	1.587759e-06	0	0	6.652452e+00	1.190524e+02	SRGN;ITK;IL15;CRTAM;BTN3A3;BTN3A2;AGPAT1;PIK3CG;CLEC4A;FGR;PTPRC;ALOX5;CD28;IRF8;FCGR2B;CCR2
GO_Biological_Process_2021	regulation of innate immune response (GO:0045088)	11/64	2.072345e-08	1.865974e-06	0	0	1.144783e+01	2.025351e+02	FGR;GBP5;IRF1;CCL5;PTPN22;NLRC3;PARP9;SAMHD1;FCGR2B;USP18;BIRC3
GO_Biological_Process_2021	cellular response to type I interferon (GO:0071357)	11/65	2.454053e-08	2.039695e-06	0	0	1.123526e+01	1.968748e+02	IFI27;STAT1;IRF1;OAS3;MX2;IFIT5;IRF8;HLA-F;SAMHD1;XAF1;OASL
GO_Biological_Process_2021	type I interferon signaling pathway (GO:0060337)	11/65	2.454053e-08	2.039695e-06	0	0	1.123526e+01	1.968748e+02	IFI27;STAT1;IRF1;OAS3;MX2;IFIT5;IRF8;HLA-F;SAMHD1;XAF1;OASL
GO_Biological_Process_2021	chemokine-mediated signaling pathway (GO:0070098)	10/56	6.276721e-08	5.023701e-06	0	0	1.196141e+01	1.983660e+02	CCR1;CCL13;CXCL10;CXCL9;CCL8;CCL5;XCL2;XCL1;CCL18;CCR2
GO_Biological_Process_2021	positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	9/43	6.795082e-08	5.244347e-06	0	0	1.453287e+01	2.398575e+02	ITGAM;KLRK1;TYROBP;CRTAM;XCL1;CD1C;IL12RB1;HLA-F;CD1B
GO_Biological_Process_2021	lymphocyte chemotaxis (GO:0048247)	9/44	8.405715e-08	6.263707e-06	0	0	1.411693e+01	2.299897e+02	CCL13;CXCL10;CCL8;CCL5;GPR183;XCL2;XCL1;CCL18;PIK3CG
GO_Biological_Process_2021	positive regulation of immune response (GO:0050778)	11/75	1.140567e-07	8.215883e-06	0	0	9.474912e+00	1.514713e+02	SASH3;GBP5;ITGAM;HLA-DMB;PTPRC;IL15;CCL5;ITGB2;NLRP3;IL12RB1;FCGR2B
GO_Biological_Process_2021	regulation of response to external stimulus (GO:0032101)	14/130	1.183661e-07	8.251265e-06	0	0	6.692104e+00	1.067356e+02	P2RY12;AKNA;PTPN22;ADAMTS12;SAMHD1;USP18;FGR;IRF1;ALOX5;XCL1;FCGR2B;PIK3AP1;CCR2;BIRC3
GO_Biological_Process_2021	cellular response to chemokine (GO:1990869)	10/60	1.245428e-07	8.282756e-06	0	0	1.100225e+01	1.749205e+02	CCR1;CCL13;CXCL10;CXCL9;CCL8;CCL5;XCL2;XCL1;CCL18;CCR2
GO_Biological_Process_2021	regulation of B cell proliferation (GO:0030888)	9/46	1.264835e-07	8.282756e-06	0	0	1.335249e+01	2.120796e+02	SASH3;PTPRC;TYROBP;GPR183;NCKAP1L;MNDA;FCGR2B;IKZF3;TNFSF13B
GO_Biological_Process_2021	defense response to virus (GO:0051607)	14/133	1.576928e-07	1.002277e-05	0	0	6.522393e+00	1.021577e+02	APOBEC3G;STAT1;MX2;IFIT5;PRF1;NLRC5;SAMHD1;OASL;CXCL10;PTPRC;IFI27;IRF1;OAS3;TLR3
GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)	16/182	2.549682e-07	1.574247e-05	0	0	5.361239e+00	8.139501e+01	SRGN;CD274;CD84;NLRC5;PTPN22;NLRC3;CLEC4A;CEACAM1;TYROBP;PTPRC;XCL1;NCKAP1L;FCGR2B;JAK3;GBP1;HAVCR2
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	27/481	2.847336e-07	1.709193e-05	0	0	3.364781e+00	5.071301e+01	ARHGAP9;ITGAM;TNFAIP6;ITGB2;SLC2A3;ITGAL;CTSS;GLIPR1;ALOX5;COTL1;ITGAX;NCKAP1L;ENPP4;B2M;CD53;FCER1G;HSPA6;ADA2;RHOF;PSMA5;FGR;CEACAM1;PTPRC;TYROBP;FCGR2A;SELL;MNDA
GO_Biological_Process_2021	regulation of monocyte chemotaxis (GO:0090025)	7/26	3.163509e-07	1.847661e-05	0	0	2.012975e+01	3.012701e+02	CCR1;CXCL10;CCL5;SLAMF8;AIF1;PLA2G7;CCR2
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	27/485	3.352271e-07	1.906384e-05	0	0	3.334699e+00	4.971522e+01	ARHGAP9;ITGAM;TNFAIP6;ITGB2;SLC2A3;ITGAL;CTSS;GLIPR1;ALOX5;COTL1;ITGAX;NCKAP1L;ENPP4;B2M;CD53;FCER1G;HSPA6;ADA2;RHOF;PSMA5;FGR;CEACAM1;PTPRC;TYROBP;FCGR2A;SELL;MNDA
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	27/488	3.784075e-07	2.096766e-05	0	0	3.312480e+00	4.898261e+01	ARHGAP9;ITGAM;TNFAIP6;ITGB2;SLC2A3;ITGAL;CTSS;GLIPR1;ALOX5;COTL1;ITGAX;NCKAP1L;ENPP4;B2M;CD53;FCER1G;HSPA6;ADA2;RHOF;PSMA5;FGR;CEACAM1;PTPRC;TYROBP;FCGR2A;SELL;MNDA
GO_Biological_Process_2021	defense response to symbiont (GO:0140546)	13/124	4.593267e-07	2.481513e-05	0	0	6.477273e+00	9.452611e+01	APOBEC3G;STAT1;MX2;IFIT5;PRF1;NLRC5;SAMHD1;OASL;PTPRC;IFI27;IRF1;OAS3;TLR3
GO_Biological_Process_2021	regulation of interferon-gamma production (GO:0032649)	11/86	4.760430e-07	2.509095e-05	0	0	8.080714e+00	1.176371e+02	CD2;CD274;CRTAM;XCL1;PTPN22;BTN3A2;IL12RB1;TLR3;CCR2;HAVCR2;HLA-DPA1
GO_Biological_Process_2021	dendritic cell migration (GO:0036336)	6/18	5.557021e-07	2.859220e-05	0	0	2.725278e+01	3.925227e+02	CCR1;ALOX5;CCL5;GPR183;PIK3CG;CCR2
GO_Biological_Process_2021	regulation of T cell mediated cytotoxicity (GO:0001914)	7/29	7.159434e-07	3.598032e-05	0	0	1.738212e+01	2.459512e+02	CEACAM1;PTPRC;XCL1;CD1C;IL12RB1;HLA-F;CD1B
GO_Biological_Process_2021	monocyte chemotaxis (GO:0002548)	8/42	7.987834e-07	3.840302e-05	0	0	1.288202e+01	1.808659e+02	CCL13;CCL8;CCL5;PTPRO;XCL2;XCL1;CCL18;FOLR2
GO_Biological_Process_2021	positive regulation of monocyte chemotaxis (GO:0090026)	6/19	7.996928e-07	3.840302e-05	0	0	2.515513e+01	3.531538e+02	CCR1;CXCL10;CCL5;AIF1;PLA2G7;CCR2
GO_Biological_Process_2021	innate immune response (GO:0045087)	20/302	8.329273e-07	3.912948e-05	0	0	3.966712e+00	5.552730e+01	CIITA;FCER1G;APOBEC3G;NLRC5;SLA;S100B;CORO1A;WFDC2;PIK3CG;FGR;CXCL10;TYROBP;IFI27;LCK;UBD;PPARG;APOL1;B2M;CFB;TLR3
GO_Biological_Process_2021	regulation of lymphocyte differentiation (GO:0045619)	6/20	1.124858e-06	5.171955e-05	0	0	2.335714e+01	3.199427e+02	CD2;CRTAM;SLAMF8;NCKAP1L;IKZF3;CCR2
GO_Biological_Process_2021	regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	6/23	2.796642e-06	1.237714e-04	0	0	1.923235e+01	2.459259e+02	STAT1;NLRC5;NR1H3;PPARG;PARP14;PARP9
GO_Biological_Process_2021	regulation of T cell receptor signaling pathway (GO:0050856)	7/35	2.806479e-06	1.237714e-04	0	0	1.365320e+01	1.745368e+02	CEACAM1;TRAT1;LCK;RAB29;PTPN22;SLA2;GBP1
GO_Biological_Process_2021	cellular response to tumor necrosis factor (GO:0071356)	15/194	3.052064e-06	1.319102e-04	0	0	4.644750e+00	5.898690e+01	CCL13;STAT1;ADAMTS12;PSMB9;TNFSF13B;PSMA5;AIM2;CCL8;CCL5;XCL2;CD27;XCL1;CCL18;GBP1;BIRC3
GO_Biological_Process_2021	positive regulation of T cell migration (GO:2000406)	6/25	4.756905e-06	2.015622e-04	0	0	1.720614e+01	2.108770e+02	CXCL10;CCL5;XCL2;XCL1;AIF1;CCR2
GO_Biological_Process_2021	regulation of T cell chemotaxis (GO:0010819)	5/15	5.156586e-06	2.142958e-04	0	0	2.718006e+01	3.309236e+02	CXCL10;CCL5;XCL2;XCL1;CCR2
GO_Biological_Process_2021	negative regulation of cytokine-mediated signaling pathway (GO:0001960)	8/55	6.698326e-06	2.731148e-04	0	0	9.312730e+00	1.109486e+02	PTPRC;OAS3;NLRC5;NR1H3;PPARG;SAMHD1;PARP14;USP18
GO_Biological_Process_2021	lymphocyte migration (GO:0072676)	7/40	7.192412e-06	2.851023e-04	0	0	1.158158e+01	1.371547e+02	CCL13;CCL8;CCL5;CRTAM;XCL2;XCL1;CCL18
GO_Biological_Process_2021	negative regulation of T cell mediated cytotoxicity (GO:0001915)	4/8	7.286844e-06	2.851023e-04	0	0	5.422652e+01	6.414694e+02	CEACAM1;PTPRC;NCKAP1L;FCGR2B
GO_Biological_Process_2021	dendritic cell chemotaxis (GO:0002407)	5/16	7.388121e-06	2.851023e-04	0	0	2.470788e+01	2.919394e+02	CCR1;CCL5;GPR183;PIK3CG;CCR2
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	13/161	8.694927e-06	3.280931e-04	0	0	4.848748e+00	5.650135e+01	P2RY12;TRAT1;AKR1C3;AKR1C2;PIK3CG;PIK3R5;LCK;ERBB4;CD28;RAC2;HCLS1;ICOS;PIK3AP1
GO_Biological_Process_2021	positive regulation of interferon-gamma production (GO:0032729)	8/57	8.805830e-06	3.280931e-04	0	0	8.931707e+00	1.039659e+02	CD2;CRTAM;PTPN22;BTN3A2;IL12RB1;TLR3;CCR2;HLA-DPA1
GO_Biological_Process_2021	positive regulation of defense response to virus by host (GO:0002230)	6/28	9.660647e-06	3.538417e-04	0	0	1.485758e+01	1.715671e+02	AIM2;APOBEC3G;STAT1;PTPN22;IL12RB1;PARP9
GO_Biological_Process_2021	regulation of response to biotic stimulus (GO:0002831)	6/29	1.199407e-05	4.319864e-04	0	0	1.421087e+01	1.610248e+02	FGR;IRF1;PTPN22;SAMHD1;FCGR2B;BIRC3
GO_Biological_Process_2021	positive regulation of CD8-positive, alpha-beta T cell activation (GO:2001187)	4/9	1.292687e-05	4.505641e-04	0	0	4.337901e+01	4.882829e+02	XCL1;NCKAP1L;PTPN22;RUNX3
GO_Biological_Process_2021	progesterone metabolic process (GO:0042448)	4/9	1.292687e-05	4.505641e-04	0	0	4.337901e+01	4.882829e+02	DHRS9;AKR1C1;AKR1C3;AKR1C2
GO_Biological_Process_2021	positive regulation of interleukin-4 production (GO:0032753)	5/18	1.406136e-05	4.823271e-04	0	0	2.090454e+01	2.335472e+02	FCER1G;CD28;NLRP3;PRKCQ;HAVCR2
GO_Biological_Process_2021	negative regulation of T cell activation (GO:0050868)	7/45	1.618421e-05	5.464698e-04	0	0	1.005512e+01	1.109228e+02	CD274;CEACAM1;PTPN22;NCKAP1L;FCGR2B;JAK3;HAVCR2
GO_Biological_Process_2021	positive regulation of mononuclear cell migration (GO:0071677)	6/31	1.802539e-05	5.992750e-04	0	0	1.307267e+01	1.428023e+02	CCR1;CXCL10;CCL5;AIF1;PLA2G7;CCR2
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen (GO:0002478)	10/103	1.941910e-05	6.358284e-04	0	0	5.902199e+00	6.403445e+01	CLEC4A;HLA-DMA;FCER1G;HLA-DMB;HLA-DOA;HLA-F;FCGR2B;CTSS;HLA-DPA1;HLA-DQB1
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	6/33	2.629095e-05	8.479811e-04	0	0	1.210309e+01	1.276426e+02	CLEC4A;FCER1G;ERAP2;TAP1;HLA-F;B2M
GO_Biological_Process_2021	cellular defense response (GO:0006968)	7/49	2.877158e-05	9.143439e-04	0	0	9.095636e+00	9.510508e+01	ITK;CXCL9;TYROBP;TRAT1;PRF1;MNDA;LSP1
GO_Biological_Process_2021	B cell mediated immunity (GO:0019724)	4/11	3.288590e-05	1.000935e-03	0	0	3.098185e+01	3.198091e+02	FCER1G;CD27;FCGR2B;SLA2
GO_Biological_Process_2021	regulation of T cell apoptotic process (GO:0070232)	4/11	3.288590e-05	1.000935e-03	0	0	3.098185e+01	3.198091e+02	CD274;CCL5;PRKCQ;JAK3
GO_Biological_Process_2021	T cell chemotaxis (GO:0010818)	4/11	3.288590e-05	1.000935e-03	0	0	3.098185e+01	3.198091e+02	CXCL10;GPR183;PIK3CG;CCR2
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	15/238	3.521043e-05	1.056802e-03	0	0	3.719865e+00	3.814412e+01	CCR1;CCL13;EPHA7;PTPN22;ICAM1;CEACAM1;PTPRC;CCL8;ERBB4;GPR183;CCL5;XCL2;XCL1;CCL18;GBP1
GO_Biological_Process_2021	positive regulation of lymphocyte activation (GO:0051251)	6/35	3.735942e-05	1.105941e-03	0	0	1.126724e+01	1.148687e+02	TYROBP;LCK;NCKAP1L;PRKCQ;CCR2;HLA-DPA1
GO_Biological_Process_2021	negative regulation of lymphocyte activation (GO:0051250)	5/22	4.069017e-05	1.188263e-03	0	0	1.598256e+01	1.615761e+02	LST1;PTPN22;FCGR2B;SAMSN1;JAK3
GO_Biological_Process_2021	regulation of defense response to virus by host (GO:0050691)	6/36	4.414545e-05	1.255241e-03	0	0	1.089111e+01	1.092163e+02	AIM2;APOBEC3G;STAT1;PTPN22;IL12RB1;PARP9
GO_Biological_Process_2021	positive regulation of T cell mediated immunity (GO:0002711)	6/36	4.414545e-05	1.255241e-03	0	0	1.089111e+01	1.092163e+02	XCL1;CD1C;IL12RB1;HLA-F;CD1B;B2M
GO_Biological_Process_2021	regulation of interleukin-4 production (GO:0032673)	5/23	5.121623e-05	1.421778e-03	0	0	1.509388e+01	1.491192e+02	FCER1G;CD28;NLRP3;PRKCQ;HAVCR2
GO_Biological_Process_2021	positive regulation of response to external stimulus (GO:0032103)	11/139	5.131821e-05	1.421778e-03	0	0	4.721963e+00	4.664102e+01	P2RY12;GBP5;IL15;CCL5;NFKBIZ;PLA2G7;AIF1;GPSM3;TLR3;OASL;CCR2
GO_Biological_Process_2021	positive regulation of leukocyte chemotaxis (GO:0002690)	7/54	5.484615e-05	1.500285e-03	0	0	8.125941e+00	7.972343e+01	CCR1;CXCL10;CCL5;XCL1;AIF1;PLA2G7;CCR2
GO_Biological_Process_2021	regulation of endothelial tube morphogenesis (GO:1901509)	3/5	5.914652e-05	1.577971e-03	0	0	8.112397e+01	7.897818e+02	CXCL10;ITGAX;ADAMTS12
GO_Biological_Process_2021	membrane raft distribution (GO:0031580)	3/5	5.914652e-05	1.577971e-03	0	0	8.112397e+01	7.897818e+02	CD2;PTPRC;MAL
GO_Biological_Process_2021	negative regulation of innate immune response (GO:0045824)	6/38	6.067016e-05	1.598881e-03	0	0	1.020937e+01	9.913363e+01	OAS3;NLRC5;SLAMF8;NLRC3;SAMHD1;USP18
GO_Biological_Process_2021	lymphocyte mediated immunity (GO:0002449)	4/13	6.921311e-05	1.802043e-03	0	0	2.409454e+01	2.307852e+02	CD8A;BTN3A3;BTN3A2;SLA2
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	24/546	7.536149e-05	1.938764e-03	0	0	2.569335e+00	2.439125e+01	P2RY12;TRAT1;IFIT5;AKR1C3;AKR1C2;S100B;PIK3CG;PIK3R5;OASL;FGR;PTPRC;ERBB4;LCK;UBD;CCL5;CD28;RAC2;CD27;HCLS1;PIM2;ICOS;PIK3AP1;TLR3;BIRC3
GO_Biological_Process_2021	negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	5/25	7.847098e-05	1.995009e-03	0	0	1.358310e+01	1.283981e+02	CEACAM1;PTPN22;SLA2;FCGR2B;GBP1
GO_Biological_Process_2021	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	12/172	8.087852e-05	2.032308e-03	0	0	4.125847e+00	3.887605e+01	CCR1;CCL13;PTPRC;CCL8;ERBB4;GPR183;CCL5;XCL2;XCL1;PTPN22;CCL18;ICAM1
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	8/78	8.952218e-05	2.177335e-03	0	0	6.245491e+00	5.821437e+01	CLEC4A;PSMA5;FCER1G;TAP1;HLA-F;SEC22B;B2M;PSMB9
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	9/100	9.174064e-05	2.177335e-03	0	0	5.414073e+00	5.033218e+01	HLA-DMA;FCER1G;MARCHF1;HLA-DMB;HLA-DOA;FCGR2B;CTSS;HLA-DPA1;HLA-DQB1
GO_Biological_Process_2021	T cell differentiation (GO:0030217)	6/41	9.435435e-05	2.177335e-03	0	0	9.332857e+00	8.650115e+01	FCER1G;PTPRC;CD8A;LCK;CD28;PTPN22
GO_Biological_Process_2021	antigen processing and presentation of endogenous peptide antigen (GO:0002483)	4/14	9.550257e-05	2.177335e-03	0	0	2.168398e+01	2.007146e+02	ERAP2;TAP1;HLA-F;B2M
GO_Biological_Process_2021	negative regulation of T cell mediated immunity (GO:0002710)	4/14	9.550257e-05	2.177335e-03	0	0	2.168398e+01	2.007146e+02	CEACAM1;PTPRC;XCL1;HLA-F
GO_Biological_Process_2021	positive regulation of leukocyte degranulation (GO:0043302)	4/14	9.550257e-05	2.177335e-03	0	0	2.168398e+01	2.007146e+02	FGR;ITGAM;ITGB2;HLA-F
GO_Biological_Process_2021	positive regulation of T cell chemotaxis (GO:0010820)	4/14	9.550257e-05	2.177335e-03	0	0	2.168398e+01	2.007146e+02	CCL5;XCL2;XCL1;CCR2
GO_Biological_Process_2021	positive regulation of T cell mediated cytotoxicity (GO:0001916)	5/26	9.570489e-05	2.177335e-03	0	0	1.293563e+01	1.197094e+02	XCL1;CD1C;IL12RB1;HLA-F;CD1B
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	10/124	9.571812e-05	2.177335e-03	0	0	4.809777e+00	4.451017e+01	CLEC4A;CD2;TYROBP;PTPRC;OAS3;PTPN22;NLRC3;TLR3;CCR2;HAVCR2
GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	13/207	1.202480e-04	2.706833e-03	0	0	3.690313e+00	3.330859e+01	P2RY12;TRAT1;AKR1C3;AKR1C2;PIK3CG;PIK3R5;LCK;ERBB4;CD28;RAC2;HCLS1;ICOS;PIK3AP1
GO_Biological_Process_2021	regulation of lymphocyte activation (GO:0051249)	4/15	1.283559e-04	2.801789e-03	0	0	1.971170e+01	1.766307e+02	LCK;CCL5;CRTAM;IKZF3
GO_Biological_Process_2021	negative regulation of leukocyte activation (GO:0002695)	4/15	1.283559e-04	2.801789e-03	0	0	1.971170e+01	1.766307e+02	CD84;NR1H3;FCGR2B;HAVCR2
GO_Biological_Process_2021	negative regulation of leukocyte mediated cytotoxicity (GO:0001911)	4/15	1.283559e-04	2.801789e-03	0	0	1.971170e+01	1.766307e+02	CEACAM1;PTPRC;HLA-F;FCGR2B
GO_Biological_Process_2021	response to interferon-beta (GO:0035456)	5/28	1.387573e-04	2.939749e-03	0	0	1.180959e+01	1.049020e+02	AIM2;STAT1;IRF1;MNDA;XAF1
GO_Biological_Process_2021	leukocyte cell-cell adhesion (GO:0007159)	5/28	1.387573e-04	2.939749e-03	0	0	1.180959e+01	1.049020e+02	CD209;CCL5;ITGB2;ITGAL;ICAM1
GO_Biological_Process_2021	T cell activation involved in immune response (GO:0002286)	5/28	1.387573e-04	2.939749e-03	0	0	1.180959e+01	1.049020e+02	FCER1G;LCP1;CD1C;ITGAL;ICAM1
