Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	dendritic spine organization (GO:0097061)	3/27	1.003342e-02	4.531822e-01	0	0	7.417674e+00	3.413490e+01	CTNND2;EPHB2;ZNF365
GO_Biological_Process_2021	negative regulation of actin filament bundle assembly (GO:0032232)	3/27	1.003342e-02	4.531822e-01	0	0	7.417674e+00	3.413490e+01	ARHGAP28;F11R;CGNL1
GO_Biological_Process_2021	regulation of Wnt signaling pathway (GO:0030111)	6/111	1.085909e-02	4.531822e-01	0	0	3.407840e+00	1.541282e+01	TIAM1;KANK1;BMP2;CTNND2;CTNNB1;SULF2
GO_Biological_Process_2021	regulation of phosphatase activity (GO:0010921)	3/28	1.110070e-02	4.531822e-01	0	0	7.120604e+00	3.204804e+01	PPP1R2;BMP2;HSP90B1
GO_Biological_Process_2021	positive regulation of cell communication (GO:0010647)	3/28	1.110070e-02	4.531822e-01	0	0	7.120604e+00	3.204804e+01	RIMS2;RIMS3;HOMER1
GO_Biological_Process_2021	adherens junction assembly (GO:0034333)	2/10	1.145193e-02	4.531822e-01	0	0	1.480271e+01	6.616215e+01	CTNNB1;SMAD7
GO_Biological_Process_2021	regulation of T-helper 17 cell differentiation (GO:2000319)	2/10	1.145193e-02	4.531822e-01	0	0	1.480271e+01	6.616215e+01	RC3H1;SMAD7
GO_Biological_Process_2021	negative regulation of transcription by competitive promoter binding (GO:0010944)	2/10	1.145193e-02	4.531822e-01	0	0	1.480271e+01	6.616215e+01	DACH1;SMAD7
GO_Biological_Process_2021	epidermal cell differentiation (GO:0009913)	4/53	1.176664e-02	4.531822e-01	0	0	4.852690e+00	2.155801e+01	KRT16;CTNNB1;OVOL1;TGM3
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	10/258	1.178147e-02	4.531822e-01	0	0	2.416617e+00	1.073275e+01	CDS1;TIAM1;DLX1;NELL1;DLX2;BMP2;BAMBI;LEF1;CTNNB1;FOXN1
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	5/82	1.207169e-02	4.531822e-01	0	0	3.866301e+00	1.707704e+01	TIAM1;SDC2;EPHB2;EFNA5;KALRN
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	9/221	1.225612e-02	4.531822e-01	0	0	2.541161e+00	1.118551e+01	TIAM1;LRRC15;CEMIP;BMP2;SEMA6A;LEF1;EPHB2;CLDN1;THBS1
GO_Biological_Process_2021	ion homeostasis (GO:0050801)	3/30	1.342496e-02	4.531822e-01	0	0	6.592481e+00	2.841781e+01	WNK4;SLC4A3;RHCG
GO_Biological_Process_2021	actin filament network formation (GO:0051639)	2/11	1.384361e-02	4.531822e-01	0	0	1.315730e+01	5.631233e+01	FHOD3;ACTN1
GO_Biological_Process_2021	regulation of melanin biosynthetic process (GO:0048021)	2/11	1.384361e-02	4.531822e-01	0	0	1.315730e+01	5.631233e+01	GIPC1;ATP7A
GO_Biological_Process_2021	glutathione biosynthetic process (GO:0006750)	2/11	1.384361e-02	4.531822e-01	0	0	1.315730e+01	5.631233e+01	CHAC1;GCLM
GO_Biological_Process_2021	negative regulation of sprouting angiogenesis (GO:1903671)	2/11	1.384361e-02	4.531822e-01	0	0	1.315730e+01	5.631233e+01	SEMA6A;THBS1
GO_Biological_Process_2021	negative regulation of T-helper cell differentiation (GO:0045623)	2/11	1.384361e-02	4.531822e-01	0	0	1.315730e+01	5.631233e+01	RC3H1;SMAD7
GO_Biological_Process_2021	positive regulation of neuroblast proliferation (GO:0002052)	2/11	1.384361e-02	4.531822e-01	0	0	1.315730e+01	5.631233e+01	FZD3;CTNNB1
GO_Biological_Process_2021	carboxylic acid transport (GO:0046942)	4/57	1.507375e-02	4.843142e-01	0	0	4.485535e+00	1.881592e+01	SLC7A8;SLC6A15;SLC16A6;SLC16A9
GO_Biological_Process_2021	regulation of cell differentiation (GO:0045595)	7/156	1.601960e-02	4.915061e-01	0	0	2.803994e+00	1.159155e+01	TIAM1;DLX1;DLX2;SCIN;SMOC1;CD24;SMAD7
GO_Biological_Process_2021	calcium ion-regulated exocytosis of neurotransmitter (GO:0048791)	2/12	1.643075e-02	4.915061e-01	0	0	1.184096e+01	4.864979e+01	RIMS2;RIMS3
GO_Biological_Process_2021	ganglion development (GO:0061548)	2/12	1.643075e-02	4.915061e-01	0	0	1.184096e+01	4.864979e+01	FZD3;CTNNB1
GO_Biological_Process_2021	nonribosomal peptide biosynthetic process (GO:0019184)	2/12	1.643075e-02	4.915061e-01	0	0	1.184096e+01	4.864979e+01	CHAC1;GCLM
GO_Biological_Process_2021	protein localization to membrane (GO:0072657)	8/195	1.700447e-02	4.946947e-01	0	0	2.556215e+00	1.041473e+01	RAB3B;FYB2;EHD3;NPC1;MAP7;TNIK;F11R;EZR
GO_Biological_Process_2021	actin filament bundle assembly (GO:0051017)	3/33	1.739272e-02	4.946947e-01	0	0	5.932326e+00	2.403603e+01	CALD1;EZR;HSP90B1
GO_Biological_Process_2021	regulation of sprouting angiogenesis (GO:1903670)	3/33	1.739272e-02	4.946947e-01	0	0	5.932326e+00	2.403603e+01	SEMA6A;FGF18;THBS1
GO_Biological_Process_2021	non-canonical Wnt signaling pathway (GO:0035567)	6/124	1.792721e-02	4.973549e-01	0	0	3.030384e+00	1.218650e+01	TIAM1;FZD3;GNB1;LEF1;FZD8;CTNNB1
GO_Biological_Process_2021	cellular biogenic amine metabolic process (GO:0006576)	2/13	1.920621e-02	4.973549e-01	0	0	1.076396e+01	4.254480e+01	ODC1;ATP7A
GO_Biological_Process_2021	negative regulation of alcohol biosynthetic process (GO:1902931)	2/13	1.920621e-02	4.973549e-01	0	0	1.076396e+01	4.254480e+01	CYP27B1;BMP2
GO_Biological_Process_2021	negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	2/13	1.920621e-02	4.973549e-01	0	0	1.076396e+01	4.254480e+01	KANK1;EFNA5
GO_Biological_Process_2021	negative regulation of substrate adhesion-dependent cell spreading (GO:1900025)	2/13	1.920621e-02	4.973549e-01	0	0	1.076396e+01	4.254480e+01	KANK1;EFNA5
GO_Biological_Process_2021	pathway-restricted SMAD protein phosphorylation (GO:0060389)	2/13	1.920621e-02	4.973549e-01	0	0	1.076396e+01	4.254480e+01	BMP2;SMAD7
GO_Biological_Process_2021	negative regulation of T cell proliferation (GO:0042130)	3/35	2.036248e-02	5.157520e-01	0	0	5.560989e+00	2.165483e+01	PLA2G2F;RC3H1;VTCN1
GO_Biological_Process_2021	axon guidance (GO:0007411)	8/203	2.108231e-02	5.157520e-01	0	0	2.450338e+00	9.456642e+00	SPTBN5;SEMA6A;KIF5C;PALLD;ANOS1;EPHB2;EZR;EFNA5
GO_Biological_Process_2021	retinal metabolic process (GO:0042574)	2/14	2.216302e-02	5.157520e-01	0	0	9.866466e+00	3.758463e+01	ABCA4;CYP1B1
GO_Biological_Process_2021	T-helper cell differentiation (GO:0042093)	2/14	2.216302e-02	5.157520e-01	0	0	9.866466e+00	3.758463e+01	LEF1;ATP7A
GO_Biological_Process_2021	microvillus organization (GO:0032528)	2/14	2.216302e-02	5.157520e-01	0	0	9.866466e+00	3.758463e+01	TNIK;EZR
GO_Biological_Process_2021	negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037)	2/14	2.216302e-02	5.157520e-01	0	0	9.866466e+00	3.758463e+01	THBS1;SULF2
GO_Biological_Process_2021	negative regulation of TORC1 signaling (GO:1904262)	2/14	2.216302e-02	5.157520e-01	0	0	9.866466e+00	3.758463e+01	SESN3;RNF152
GO_Biological_Process_2021	cell-cell junction assembly (GO:0007043)	4/66	2.449726e-02	5.157520e-01	0	0	3.832649e+00	1.421604e+01	CTNND2;PKP1;CTNNB1;SMAD7
GO_Biological_Process_2021	organelle organization (GO:0006996)	13/420	2.490468e-02	5.157520e-01	0	0	1.916362e+00	7.076550e+00	ROPN1B;SPTBN5;MREG;SEMA6A;ATL2;DIAPH3;KRT16;KIF5C;PALLD;CHMP4B;TNIK;ATP7A;ROPN1
GO_Biological_Process_2021	neuron projection development (GO:0031175)	7/171	2.504307e-02	5.157520e-01	0	0	2.545573e+00	9.385931e+00	CNTNAP2;FLRT3;CTNND2;TNIK;EPHB2;ATP7A;ZNF365
GO_Biological_Process_2021	regulation of non-canonical Wnt signaling pathway (GO:2000050)	2/15	2.529438e-02	5.157520e-01	0	0	9.107044e+00	3.348817e+01	TIAM1;CSNK1E
GO_Biological_Process_2021	microvillus assembly (GO:0030033)	2/15	2.529438e-02	5.157520e-01	0	0	9.107044e+00	3.348817e+01	TNIK;EZR
GO_Biological_Process_2021	negative regulation of protein processing (GO:0010955)	2/15	2.529438e-02	5.157520e-01	0	0	9.107044e+00	3.348817e+01	CHAC1;THBS1
GO_Biological_Process_2021	peptidyl-arginine modification (GO:0018195)	2/15	2.529438e-02	5.157520e-01	0	0	9.107044e+00	3.348817e+01	PADI3;PADI1
GO_Biological_Process_2021	phototransduction, visible light (GO:0007603)	2/15	2.529438e-02	5.157520e-01	0	0	9.107044e+00	3.348817e+01	ABCA4;GNB1
GO_Biological_Process_2021	protein localization to cell-cell junction (GO:0150105)	2/15	2.529438e-02	5.157520e-01	0	0	9.107044e+00	3.348817e+01	F11R;CGNL1
GO_Biological_Process_2021	positive regulation of signaling (GO:0023056)	3/38	2.530668e-02	5.157520e-01	0	0	5.083556e+00	1.869064e+01	RIMS2;RIMS3;HOMER1
GO_Biological_Process_2021	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	5/100	2.620746e-02	5.157520e-01	0	0	3.130859e+00	1.140168e+01	BAMBI;CD109;GIPC1;THBS1;SMAD7
GO_Biological_Process_2021	negative regulation of lymphocyte proliferation (GO:0050672)	3/39	2.708524e-02	5.157520e-01	0	0	4.942095e+00	1.783486e+01	PLA2G2F;RC3H1;VTCN1
GO_Biological_Process_2021	neuron differentiation (GO:0030182)	7/174	2.719498e-02	5.157520e-01	0	0	2.499460e+00	9.009860e+00	FZD3;TENM2;ATP8A2;LHX2;ANOS1;FZD8;CTNNB1
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway (GO:0097193)	5/102	2.823512e-02	5.157520e-01	0	0	3.065992e+00	1.093697e+01	MLLT11;JMY;CYP1B1;CHAC1;CD24
GO_Biological_Process_2021	sympathetic nervous system development (GO:0048485)	2/16	2.859367e-02	5.157520e-01	0	0	8.456110e+00	3.005783e+01	FZD3;CTNNB1
GO_Biological_Process_2021	positive regulation of vasoconstriction (GO:0045907)	2/16	2.859367e-02	5.157520e-01	0	0	8.456110e+00	3.005783e+01	FGG;SMTNL2
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	14/474	2.890324e-02	5.157520e-01	0	0	1.826658e+00	6.473312e+00	EDN2;BNC1;LEF1;RTKN2;IL31RA;THBS1;TSHR;BTC;FGF5;TIAM1;BMP2;BAMBI;FGF18;S1PR3
GO_Biological_Process_2021	negative regulation of cell-substrate adhesion (GO:0010812)	3/40	2.892886e-02	5.157520e-01	0	0	4.808280e+00	1.703533e+01	KANK1;EFNA5;THBS1
GO_Biological_Process_2021	positive regulation of wound healing (GO:0090303)	3/40	2.892886e-02	5.157520e-01	0	0	4.808280e+00	1.703533e+01	KANK1;CLDN1;THBS1
GO_Biological_Process_2021	cellular response to organonitrogen compound (GO:0071417)	5/103	2.928519e-02	5.157520e-01	0	0	3.034551e+00	1.071401e+01	EGR1;CTNNB1;EZR;TSHR;HSP90B1
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	8/217	2.980864e-02	5.157520e-01	0	0	2.284557e+00	8.025550e+00	COMP;SMOC1;FGG;ITGB6;F11R;ATP7A;THBS1;TGM3
GO_Biological_Process_2021	cellular response to BMP stimulus (GO:0071773)	4/71	3.097827e-02	5.157520e-01	0	0	3.545726e+00	1.231952e+01	DLX1;FAM83G;BMP2;SMAD7
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	11/345	3.104463e-02	5.157520e-01	0	0	1.971154e+00	6.844495e+00	CYP27B1;TIAM1;BMP2;SLN;BAMBI;LEF1;FGG;CTNNB1;ELOVL6;SMTNL2;TSHR
GO_Biological_Process_2021	regulation of establishment of endothelial barrier (GO:1903140)	2/17	3.205446e-02	5.157520e-01	0	0	7.891968e+00	2.715089e+01	S1PR3;F11R
GO_Biological_Process_2021	regulation of neuroblast proliferation (GO:1902692)	2/17	3.205446e-02	5.157520e-01	0	0	7.891968e+00	2.715089e+01	FZD3;CTNNB1
GO_Biological_Process_2021	regulation of osteoblast proliferation (GO:0033688)	2/17	3.205446e-02	5.157520e-01	0	0	7.891968e+00	2.715089e+01	NELL1;BMP2
GO_Biological_Process_2021	regulation of steroid biosynthetic process (GO:0050810)	2/17	3.205446e-02	5.157520e-01	0	0	7.891968e+00	2.715089e+01	EGR1;BMP2
GO_Biological_Process_2021	positive regulation of neuron differentiation (GO:0045666)	3/43	3.484774e-02	5.157520e-01	0	0	4.446979e+00	1.492747e+01	DLX1;DLX2;BMP2
GO_Biological_Process_2021	acidic amino acid transport (GO:0015800)	2/18	3.567045e-02	5.157520e-01	0	0	7.398343e+00	2.466188e+01	GIPC1;SLC1A6
GO_Biological_Process_2021	regulation of cartilage development (GO:0061035)	2/18	3.567045e-02	5.157520e-01	0	0	7.398343e+00	2.466188e+01	BMP2;SCIN
GO_Biological_Process_2021	regulation of cellular protein catabolic process (GO:1903362)	2/18	3.567045e-02	5.157520e-01	0	0	7.398343e+00	2.466188e+01	NELL1;EZR
GO_Biological_Process_2021	regulation of protein sumoylation (GO:0033233)	2/18	3.567045e-02	5.157520e-01	0	0	7.398343e+00	2.466188e+01	EGR1;CTNNB1
GO_Biological_Process_2021	regulation of protein-containing complex disassembly (GO:0043244)	2/18	3.567045e-02	5.157520e-01	0	0	7.398343e+00	2.466188e+01	SLN;OGFOD1
GO_Biological_Process_2021	phosphatidylglycerol acyl-chain remodeling (GO:0036148)	2/18	3.567045e-02	5.157520e-01	0	0	7.398343e+00	2.466188e+01	PLA2G2F;PLA2G2E
GO_Biological_Process_2021	phosphatidylinositol acyl-chain remodeling (GO:0036149)	2/18	3.567045e-02	5.157520e-01	0	0	7.398343e+00	2.466188e+01	PLA2G2F;PLA2G2E
GO_Biological_Process_2021	positive regulation of glial cell differentiation (GO:0045687)	2/18	3.567045e-02	5.157520e-01	0	0	7.398343e+00	2.466188e+01	BMP2;ZNF365
GO_Biological_Process_2021	fibroblast growth factor receptor signaling pathway (GO:0008543)	4/75	3.682304e-02	5.157520e-01	0	0	3.345284e+00	1.104489e+01	FGF5;FLRT3;FGF18;ANOS1
GO_Biological_Process_2021	homotypic cell-cell adhesion (GO:0034109)	3/44	3.694905e-02	5.157520e-01	0	0	4.338295e+00	1.430863e+01	ACTN1;FGG;DSC2
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	9/269	3.747685e-02	5.157520e-01	0	0	2.066911e+00	6.787802e+00	TIAM1;LRRC15;CEMIP;BMP2;SEMA6A;LEF1;EPHB2;CLDN1;THBS1
GO_Biological_Process_2021	amino acid transmembrane transport (GO:0003333)	3/45	3.911390e-02	5.157520e-01	0	0	4.234786e+00	1.372612e+01	SLC7A8;SLC7A11;SLC1A6
GO_Biological_Process_2021	Rac protein signal transduction (GO:0016601)	2/19	3.943553e-02	5.157520e-01	0	0	6.962792e+00	2.251132e+01	FARP2;TIAM1
GO_Biological_Process_2021	regulation of epithelial cell differentiation (GO:0030856)	2/19	3.943553e-02	5.157520e-01	0	0	6.962792e+00	2.251132e+01	CD24;FOXN1
GO_Biological_Process_2021	establishment of skin barrier (GO:0061436)	2/19	3.943553e-02	5.157520e-01	0	0	6.962792e+00	2.251132e+01	KRT16;CLDN1
GO_Biological_Process_2021	regulation of synaptic vesicle exocytosis (GO:2000300)	2/19	3.943553e-02	5.157520e-01	0	0	6.962792e+00	2.251132e+01	RIMS2;RIMS3
GO_Biological_Process_2021	regulation of water loss via skin (GO:0033561)	2/19	3.943553e-02	5.157520e-01	0	0	6.962792e+00	2.251132e+01	KRT16;CLDN1
GO_Biological_Process_2021	positive regulation of oxidoreductase activity (GO:0051353)	2/19	3.943553e-02	5.157520e-01	0	0	6.962792e+00	2.251132e+01	EDN2;ATP7A
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	6/150	4.032844e-02	5.157520e-01	0	0	2.479929e+00	7.962304e+00	EGR1;GNB1;CYP1B1;CTNNB1;EZR;HSP90B1
GO_Biological_Process_2021	negative regulation of cell motility (GO:2000146)	5/114	4.247041e-02	5.157520e-01	0	0	2.726778e+00	8.613750e+00	KANK1;DACH1;KRT16;CYP1B1;SMAD7
GO_Biological_Process_2021	cellular modified amino acid biosynthetic process (GO:0042398)	2/20	4.334375e-02	5.157520e-01	0	0	6.575636e+00	2.063824e+01	CHAC1;GCLM
GO_Biological_Process_2021	regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)	2/20	4.334375e-02	5.157520e-01	0	0	6.575636e+00	2.063824e+01	THBS1;SULF2
GO_Biological_Process_2021	epithelial to mesenchymal transition (GO:0001837)	3/47	4.363246e-02	5.157520e-01	0	0	4.041884e+00	1.265900e+01	BMP2;LEF1;CTNNB1
GO_Biological_Process_2021	positive regulation of Wnt signaling pathway (GO:0030177)	6/153	4.370229e-02	5.157520e-01	0	0	2.428945e+00	7.603459e+00	KANK1;BMP2;BAMBI;CSNK1E;LYPD6;SULF2
GO_Biological_Process_2021	skin development (GO:0043588)	4/80	4.496178e-02	5.157520e-01	0	0	3.124402e+00	9.691715e+00	KRT16;ATP7A;CLDN1;TGM3
GO_Biological_Process_2021	acetylcholine receptor signaling pathway (GO:0095500)	2/21	4.738930e-02	5.157520e-01	0	0	6.229233e+00	1.899517e+01	GNB1;LY6G6D
GO_Biological_Process_2021	actin nucleation (GO:0045010)	2/21	4.738930e-02	5.157520e-01	0	0	6.229233e+00	1.899517e+01	SCIN;JMY
GO_Biological_Process_2021	negative regulation of small GTPase mediated signal transduction (GO:0051058)	2/21	4.738930e-02	5.157520e-01	0	0	6.229233e+00	1.899517e+01	EPHB2;CGNL1
GO_Biological_Process_2021	axonogenesis (GO:0007409)	8/240	4.903855e-02	5.157520e-01	0	0	2.055638e+00	6.198054e+00	SPTBN5;SEMA6A;KIF5C;PALLD;ANOS1;EPHB2;EZR;EFNA5
GO_Biological_Process_2021	regulation of osteoblast differentiation (GO:0045667)	4/83	5.028926e-02	5.157520e-01	0	0	3.005293e+00	8.985719e+00	NELL1;BMP2;BAMBI;SMOC1
GO_Biological_Process_2021	amino acid transport (GO:0006865)	3/50	5.087470e-02	5.157520e-01	0	0	3.783313e+00	1.126818e+01	SLC7A8;SLC6A15;SLC7A11
GO_Biological_Process_2021	negative regulation of ERK1 and ERK2 cascade (GO:0070373)	3/50	5.087470e-02	5.157520e-01	0	0	3.783313e+00	1.126818e+01	SEMA6A;EPHB2;EZR
GO_Biological_Process_2021	cytoskeleton organization (GO:0007010)	5/120	5.095261e-02	5.157520e-01	0	0	2.583719e+00	7.691367e+00	SEMA6A;DIAPH3;PALLD;KRT16;TNIK
GO_Biological_Process_2021	phosphatidylserine acyl-chain remodeling (GO:0036150)	2/22	5.156655e-02	5.157520e-01	0	0	5.917470e+00	1.754460e+01	PLA2G2F;PLA2G2E
GO_Biological_Process_2021	positive regulation of neural precursor cell proliferation (GO:2000179)	2/22	5.156655e-02	5.157520e-01	0	0	5.917470e+00	1.754460e+01	FZD3;CTNNB1
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	9/286	5.162889e-02	5.157520e-01	0	0	1.938362e+00	5.744672e+00	MLLT11;TIAM1;BMP2;SCIN;STK17A;JMY;CYP1B1;CTNNB1;KALRN
GO_Biological_Process_2021	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	3/51	5.341031e-02	5.157520e-01	0	0	3.704305e+00	1.085269e+01	KANK1;FGG;EFNA5
GO_Biological_Process_2021	inositol lipid-mediated signaling (GO:0048017)	3/51	5.341031e-02	5.157520e-01	0	0	3.704305e+00	1.085269e+01	EZR;PIRT;PLCD1
GO_Biological_Process_2021	mesenchymal cell differentiation (GO:0048762)	3/51	5.341031e-02	5.157520e-01	0	0	3.704305e+00	1.085269e+01	BMP2;LEF1;CTNNB1
GO_Biological_Process_2021	generation of neurons (GO:0048699)	7/202	5.349276e-02	5.157520e-01	0	0	2.137489e+00	6.259015e+00	FZD3;TUBB2B;TUBB2A;LHX2;ANOS1;FZD8;CTNNB1
